pref_name	chembl_id	indication_class	mw_freebase	canonical_smiles
FLUOCINOLONE ACETONIDE	CHEMBL989	Glucocorticoid	452.49	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
BELUMOSUDIL MESYLATE	CHEMBL4802130		452.52	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1.CS(=O)(=O)O
BELUMOSUDIL	CHEMBL2005186		452.52	CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
TAFLUPROST	CHEMBL1963683		452.54	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
DIPHENOXYLATE	CHEMBL1201294	Antiperistaltic	452.60	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
REPAGLINIDE	CHEMBL1272		452.60	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
DIPHENOXYLATE HYDROCHLORIDE	CHEMBL1200665	Antiperistaltic	452.60	CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
CEFIXIME	CHEMBL1541	Antibacterial	453.46	C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
NETARSUDIL	CHEMBL4594250		453.54	Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
NETARSUDIL DIMESYLATE	CHEMBL4594251		453.54	CS(=O)(=O)O.CS(=O)(=O)O.Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
FLOXACILLIN	CHEMBL222645	Antibacterial	453.88	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
METHOTREXATE SODIUM	CHEMBL3244648		454.45	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+]
METHOTREXATE	CHEMBL34259	Antineoplastic	454.45	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
TIRABRUTINIB HYDROCHLORIDE	CHEMBL5314600		454.49	CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1.Cl
TIRABRUTINIB	CHEMBL4071161		454.49	CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CARBENICILLIN PHENYL SODIUM	CHEMBL2105996	Antibacterial	454.50	CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CARBENICILLIN PHENYL	CHEMBL1095283	Antibacterial	454.50	CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CEFAZOLIN	CHEMBL1435	Antibacterial (systemic)	454.52	Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
CEFAZOLIN SODIUM	CHEMBL1200523	Antibacterial (systemic)	454.52	Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+]
VERAPAMIL HYDROCHLORIDE	CHEMBL1280	Anti-Anginal; Cardiac Depressant (anti-arrhythmic)	454.61	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
VERAPAMIL	CHEMBL6966	Anti-Anginal; Cardiac Depressant (anti-arrhythmic),Vasodilator (coronary)	454.61	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
TIVOZANIB	CHEMBL1289494		454.87	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
TIVOZANIB HYDROCHLORIDE	CHEMBL2105756		454.87	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
SITAXENTAN	CHEMBL282724		454.91	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
SITAXENTAN SODIUM	CHEMBL2105740		454.91	Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+]
HALCINONIDE	CHEMBL1200845	Anti-Inflammatory (topical)	454.97	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
FENTICONAZOLE	CHEMBL1651990	Antifungal	455.41	Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
FENTICONAZOLE NITRATE	CHEMBL2107703	Antifungal	455.41	Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O
CEFOTAXIME SODIUM	CHEMBL1010	Antibacterial	455.47	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1.[Na+]
CEFOTAXIME	CHEMBL1730	Antibacterial	455.47	CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
LACIDIPINE	CHEMBL460291	Antihypertensive	455.55	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
CLEVIDIPINE	CHEMBL1237132		456.32	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
RIBOFLAVIN 5'-PHOSPHATE SODIUM	CHEMBL3989697		456.35	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])O)c2cc1C.O.O.[Na+]
RIBOFLAVIN 5'-PHOSPHATE	CHEMBL1201794	Vitamin	456.35	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
DELAVIRDINE	CHEMBL593	Antiviral	456.57	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
DELAVIRDINE MESYLATE	CHEMBL929	Antiviral	456.57	CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O
DEQUALINIUM	CHEMBL333826		456.68	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
DEQUALINIUM CHLORIDE	CHEMBL121663		456.68	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-]
TESTOSTERONE UNDECANOATE	CHEMBL2107067		456.71	CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
MINOCYCLINE HYDROCHLORIDE	CHEMBL1200881	Antibacterial	457.48	CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl
MINOCYCLINE	CHEMBL1434	Antibacterial	457.48	CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
ETRASIMOD ARGININE	CHEMBL3989933		457.49	N=C(N)NCCC[C@@H](N)C(=O)O.O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21
ETRASIMOD	CHEMBL3358920		457.49	O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21
SELUMETINIB	CHEMBL1614701		457.69	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
SELUMETINIB SULFATE	CHEMBL2105684		457.69	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21.O=S(=O)(O)O
RALTITREXED	CHEMBL225071	Advanced Colorectal Cancer Treatment (thymidylate synthase inhibitor)	458.50	Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1
ASTEMIZOLE	CHEMBL296419	Antihistaminic; Anti-Allergic	458.58	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
PREDNISOLONE TEBUTATE	CHEMBL1200909	Glucocorticoid	458.60	CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
ELACESTRANT HYDROCHLORIDE	CHEMBL4594273		458.65	CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1.Cl.Cl
ELACESTRANT	CHEMBL4297509		458.65	CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1
LEVOMEFOLATE CALCIUM	CHEMBL1615371		459.46	CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2]
LEVOMEFOLIC ACID	CHEMBL1231574		459.46	CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
APIXABAN	CHEMBL231779		459.51	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
CERIVASTATIN	CHEMBL1477	Inhibitor (HMG-CoA reductase); Antihyperlipidemic	459.56	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
CERIVASTATIN SODIUM	CHEMBL1200563	Inhibitor (HMG-CoA reductase); Antihyperlipidemic	459.56	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+]
TRIFAROTENE	CHEMBL3707313		459.59	CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1
OXYTETRACYCLINE CALCIUM	CHEMBL3989568		460.44	CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.[Ca+2]
OXYTETRACYCLINE HYDROCHLORIDE	CHEMBL1607480	Antirickettsial; Antibacterial	460.44	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl
OXYTETRACYCLINE	CHEMBL1517	Antibacterial,Antirickettsial; Antibacterial	460.44	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
APREMILAST	CHEMBL514800		460.51	CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
PONESIMOD	CHEMBL1096146		460.98	CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C
AZLOCILLIN	CHEMBL1537	Antibacterial	461.50	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
AZLOCILLIN SODIUM	CHEMBL1201041	Antibacterial	461.50	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
PIMOZIDE	CHEMBL1423	Antipsychotic	461.56	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
BITOLTEROL	CHEMBL1201295	Bronchodilator	461.56	Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
BITOLTEROL MESYLATE	CHEMBL1200405	Bronchodilator	461.56	CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1
CEFAMANDOLE	CHEMBL1146	Antibacterial	462.51	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1
HYDROCORTISONE SODIUM SUCCINATE	CHEMBL1200495	Glucocorticoid	462.54	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+]
HYDROCORTISONE HEMISUCCINATE ANHYDROUS	CHEMBL977	Adrenocortical Steroid,Glucocorticoid	462.54	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
TAFENOQUINE	CHEMBL298470		463.50	COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
TAFENOQUINE SUCCINATE	CHEMBL2364635		463.50	COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O
PIVAMPICILLIN	CHEMBL3182343		463.56	CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
BILASTINE	CHEMBL1742423		463.62	CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21
RIMONABANT	CHEMBL111		463.80	Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
ENZALUTAMIDE	CHEMBL1082407		464.44	CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
SORAFENIB TOSYLATE	CHEMBL1200485		464.83	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
SORAFENIB	CHEMBL1336		464.83	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
DEMECLOCYCLINE	CHEMBL1591	Antibacterial	464.86	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
DEMECLOCYCLINE HYDROCHLORIDE	CHEMBL1200474	Antibacterial	464.86	CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl
BEXAGLIFLOZIN	CHEMBL1808388		464.94	OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
ACALABRUTINIB	CHEMBL3707348		465.52	CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
ACALABRUTINIB MALEATE	CHEMBL4594293		465.52	CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12.O=C(O)/C=C\C(=O)O
BACAMPICILLIN HYDROCHLORIDE	CHEMBL1200965	Antibacterial	465.53	CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl
BACAMPICILLIN	CHEMBL1583	Antibacterial	465.53	CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
CISAPRIDE	CHEMBL1729	Stimulant (peristaltic)	465.95	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
SPIRAPRIL	CHEMBL431	Enzyme Inhibitor (angiotensin-converting)	466.63	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2
SPIRAPRIL HYDROCHLORIDE	CHEMBL1200831	Enzyme Inhibitor (angiotensin-converting)	466.63	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl
LOTEPREDNOL ETABONATE	CHEMBL1200865	Anti-Inflammatory (topical)	466.96	CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CLOBETASOL PROPIONATE	CHEMBL1159650	Anti-Inflammatory	466.98	CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
TOBRAMYCIN SULFATE	CHEMBL3989564		467.52	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O.NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
TOBRAMYCIN	CHEMBL1747	Antibacterial	467.52	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
BUPRENORPHINE	CHEMBL511142	Analgesic	467.65	CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
BUPRENORPHINE HYDROCHLORIDE	CHEMBL2368861	Analgesic	467.65	CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl
CROMOLYN	CHEMBL428880	Anti-Asthmatic (prophylactic)	468.37	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
CROMOLYN SODIUM	CHEMBL74	Anti-Asthmatic (prophylactic)	468.37	O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+]
IVABRADINE	CHEMBL471737		468.59	COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2
IVABRADINE HYDROCHLORIDE	CHEMBL2145077		468.59	COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl
EBASTINE	CHEMBL305660	Antihistaminic	469.67	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
DACOMITINIB ANHYDROUS	CHEMBL2110732		469.95	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
DACOMITINIB	CHEMBL2105719		469.95	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O
DIMENHYDRINATE	CHEMBL1200406	Anti-Emetic	469.97	CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
NEFAZODONE	CHEMBL623	Antidepressant	470.02	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
NEFAZODONE HYDROCHLORIDE	CHEMBL1200492	Antidepressant	470.02	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
DICLOXACILLIN SODIUM	CHEMBL1200701	Antibacterial	470.33	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
DICLOXACILLIN	CHEMBL893	Antibacterial	470.33	Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
BAZEDOXIFENE ACETATE	CHEMBL2106615		470.61	CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
BAZEDOXIFENE	CHEMBL46740		470.61	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
CEFMETAZOLE SODIUM	CHEMBL1201118	Antibacterial	471.55	CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+]
CEFMETAZOLE	CHEMBL1201195	Antibacterial	471.55	CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
ZANUBRUTINIB	CHEMBL3936761		471.56	C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1
TERFENADINE	CHEMBL17157	Antihistaminic	471.69	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DEXAMETHASONE SODIUM PHOSPHATE	CHEMBL2021430		472.45	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
BETAMETHASONE SODIUM PHOSPHATE	CHEMBL1200762	Glucocorticoid	472.45	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
BETAMETHASONE PHOSPHORIC ACID	CHEMBL1201207	Glucocorticoid	472.45	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
DEXAMETHASONE PHOSPHORIC ACID	CHEMBL1201302	Glucocorticoid	472.45	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
LANINAMIVIR OCTANOATE	CHEMBL467058		472.54	CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O
LINAGLIPTIN	CHEMBL237500		472.55	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
METHYLPREDNISOLONE ACEPONATE	CHEMBL1697782		472.58	CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
PACRITINIB CITRATE	CHEMBL5095049		472.59	C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O
PACRITINIB	CHEMBL2035187		472.59	C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
TOCOPHEROL ACETATE	CHEMBL3989859		472.75	CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
ENASIDENIB MESYLATE	CHEMBL3989931		473.38	CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1.CS(=O)(=O)O
ENASIDENIB	CHEMBL3989908		473.38	CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
CLOFAZIMINE	CHEMBL1292	Antibacterial (tuberculostatic); Antibacterial (leprostatic)	473.41	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
LEVOLEUCOVORIN CALCIUM	CHEMBL1908361	Antidote (to folic acid antagonists)	473.45	Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
LEUCOVORIN	CHEMBL1679	Antidote (to folic acid antagonists); Anti-Anemic (folate deficiency)	473.45	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
LEVOLEUCOVORIN	CHEMBL1908841	Antidote (to folic acid antagonists)	473.45	Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
LEUCOVORIN CALCIUM	CHEMBL1201138	Antidote (to folic acid antagonists); Anti-Anemic (folate deficiency)	473.45	Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]
FOLINIC ACID	CHEMBL1232801		473.45	Nc1nc(=O)c2c([nH]1)NC[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
XIMELAGATRAN	CHEMBL522038		473.57	CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1
RALOXIFENE	CHEMBL81	Anti-Estrogen	473.59	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
